,state,assembly_no,assembly,candidate_name,sex,age,category,party,symbol,general,postal,total,%_votes_polled,total_electors
202,Maharashtra,20,Muktainagar , Sanjay Pralhad Kandelkar,MALE,45.0,GENERAL,IND,Cup & Saucer,560,0.0,560,0.2853939456,290175.0
204,Maharashtra,21,Malkapur, Ekade Rajesh Panditrao,MALE,54.0,GENERAL,INC,Hand,85576,700.0,86276,46.32218714,268718.0
205,Maharashtra,21,Malkapur, Chainsukh Madanlal Sancheti,MALE,65.0,GENERAL,BJP,Lotus,71352,540.0,71892,38.59931705,268718.0
206,Maharashtra,21,Malkapur, Dr. Nandurkar Nitin Vasantrao,MALE,53.0,GENERAL,VBA,Gas Cylinder,12476,73.0,12549,6.73764577,268718.0
207,Maharashtra,21,Malkapur, Gawhad Vijay Pralhad,MALE,35.0,GENERAL,IND,Bangles,9868,8.0,9876,5.302493396,268718.0
208,Maharashtra,21,Malkapur, NOTA,,0.0,,NOTA,NOTA,1849,5.0,1854,0.9954255525,268718.0
209,Maharashtra,21,Malkapur, Pramod Yadav Tayade,MALE,35.0,SC,BSP,Elephant,1015,6.0,1021,0.5481820329,268718.0
210,Maharashtra,21,Malkapur, Ab. Majid Qureshi Ab. Kadir,MALE,65.0,GENERAL,IND,Slate,620,13.0,633,0.3398621223,268718.0
211,Maharashtra,21,Malkapur, Baliram Krushna Dhade,MALE,28.0,GENERAL,IND,Cup & Saucer,599,1.0,600,0.3221441917,268718.0
212,Maharashtra,21,Malkapur, Shaikh Aabid Shaikh Bashir,MALE,37.0,GENERAL,IND,Bat,539,2.0,541,0.2904666796,268718.0
213,Maharashtra,21,Malkapur, Avkash Kailas Borse,MALE,26.0,GENERAL,IND,Whistle,460,4.0,464,0.2491248416,268718.0
214,Maharashtra,21,Malkapur, Pravin Ramesh Gawande,MALE,37.0,GENERAL,IND,Auto- Rickshaw,309,1.0,310,0.1664411657,268718.0
215,Maharashtra,21,Malkapur, Datta Gajanan Yenkar,MALE,25.0,GENERAL,IND,Ludo,235,1.0,236,0.1267100488,268718.0
217,Maharashtra,22,Buldhana, SANJAY RAMBHAU GAIKWAD,MALE,53.0,GENERAL,SHS,Bow and Arrow,67038,747.0,67785,37.82687307,306272.0
218,Maharashtra,22,Buldhana, VIJAY HARIBHAU SHINDE,MALE,54.0,GENERAL,VBA,Gas Cylinder,41173,537.0,41710,23.27592942,306272.0
219,Maharashtra,22,Buldhana, HARSHWARDHAN SAPKAL,MALE,51.0,GENERAL,INC,Hand,30810,506.0,31316,17.47564147,306272.0
220,Maharashtra,22,Buldhana, YOGENDRA RAJENDRA GODE,MALE,51.0,GENERAL,IND,Spanner,29671,272.0,29943,16.70944988,306272.0
221,Maharashtra,22,Buldhana, MOHD. SAJJAD ABDUL KHALIK,MALE,50.0,GENERAL,AIMIM,Kite,3762,30.0,3792,2.116095046,306272.0
222,Maharashtra,22,Buldhana, ABDUL RAJJAK ABDUL SATTAR,MALE,56.0,GENERAL,BSP,Elephant,2909,5.0,2914,1.62613422,306272.0
223,Maharashtra,22,Buldhana, NOTA,,0.0,,NOTA,NOTA,1072,16.0,1088,0.6071496334,306272.0
224,Maharashtra,22,Buldhana, VIJAY RAMKRUSHNA KALE,MALE,49.0,GENERAL,IND,Air Conditioner,647,3.0,650,0.3627272626,306272.0
226,Maharashtra,23,Chikhli, SHWETA VIDYADHAR MAHALE,FEMALE,36.0,GENERAL,BJP,Lotus,92760,755.0,93515,48.15842869,295018.0
227,Maharashtra,23,Chikhli, BONDRE RAHUL SIDDHAVINAYAK,MALE,49.0,GENERAL,INC,Hand,86072,633.0,86705,44.6514095,295018.0
228,Maharashtra,23,Chikhli, ASHOK SHIVSINGH SURADKAR,MALE,55.0,GENERAL,VBA,Gas Cylinder,9605,56.0,9661,4.975229424,295018.0
229,Maharashtra,23,Chikhli, PARVEEN BI SAYYED HARUN,FEMALE,45.0,GENERAL,BSP,Elephant,1105,4.0,1109,0.5711136975,295018.0
230,Maharashtra,23,Chikhli, NOTA,,0.0,,NOTA,NOTA,1030,5.0,1035,0.5330051189,295018.0
231,Maharashtra,23,Chikhli, DEVANAND PANDURANG GAWAI,MALE,49.0,SC,IND,Auto- Rickshaw,550,1.0,551,0.283754416,295018.0
232,Maharashtra,23,Chikhli, RAJENDRA VISHVANATH JAWANJAL,MALE,45.0,GENERAL,IND,Cup & Saucer,506,1.0,507,0.2610952611,295018.0
233,Maharashtra,23,Chikhli, ABDUL SALIM ABDUL NOORMOHAMMAD MEMAN,MALE,50.0,GENERAL,IND,Almirah,415,0.0,415,0.2137170284,295018.0
234,Maharashtra,23,Chikhli, DADARAO SHRIRAM PADGHAN,MALE,42.0,GENERAL,IND,Spanner,274,0.0,274,0.1411047368,295018.0
235,Maharashtra,23,Chikhli, IMRAN KHAN UMAR KHAN,MALE,35.0,GENERAL,IND,Bat,226,0.0,226,0.1163856588,295018.0
236,Maharashtra,23,Chikhli, DAGDUBA SHANKAR SALVE,MALE,55.0,SC,IND,Tractor Chalata Kissan,184,0.0,184,0.09475646558,295018.0
238,Maharashtra,24,Sindkhed Raja, DR. RAJENDRA BHASKARRAO SHINGANE,MALE,58.0,GENERAL,NCP,Clock,80808,893.0,81701,40.58366242,312571.0
239,Maharashtra,24,Sindkhed Raja, Khedekar Dr.Shashikant Narsingrao,MALE,62.0,GENERAL,SHS,Bow and Arrow,72011,752.0,72763,36.14385416,312571.0
240,Maharashtra,24,Sindkhed Raja, SAVITA SHIVAJI MUNDHE,FEMALE,42.0,GENERAL,VBA,Gas Cylinder,39617,258.0,39875,19.80726722,312571.0
241,Maharashtra,24,Sindkhed Raja, NOTA,,0.0,,NOTA,NOTA,1615,1.0,1616,0.8027221022,312571.0
242,Maharashtra,24,Sindkhed Raja, SHIVSHANKAR DATTATRAY WAYAL,MALE,32.0,GENERAL,BSP,Elephant,1311,4.0,1315,0.653205176,312571.0
243,Maharashtra,24,Sindkhed Raja, BHAGWAT DEVIDAS RATHOD,MALE,28.0,GENERAL,IND,Television,916,6.0,922,0.4579887241,312571.0
244,Maharashtra,24,Sindkhed Raja, SHRIKRUSHNA UTTAM DOLAS,MALE,28.0,GENERAL,IND,Helicopter,788,1.0,789,0.3919231056,312571.0
245,Maharashtra,24,Sindkhed Raja, Rajendra Uttamrao Shingne,MALE,50.0,GENERAL,IND,Ring,643,0.0,643,0.3193999454,312571.0
246,Maharashtra,24,Sindkhed Raja, Pravin Kumar Shriram More,MALE,29.0,SC,IND,Kettle,621,1.0,622,0.3089685319,312571.0
247,Maharashtra,24,Sindkhed Raja, BHAI VIKAS NANDVE,MALE,27.0,SC,IND,Cup & Saucer,615,0.0,615,0.3054913941,312571.0
248,Maharashtra,24,Sindkhed Raja, Eknath Narendra Deshmukh,MALE,33.0,GENERAL,IND,Tractor Chalata Kissan,451,3.0,454,0.2255172243,312571.0
250,Maharashtra,25,Mehkar , Sanjay Bhaskar Raymulkar,MALE,51.0,SC,SHS,Bow and Arrow,111024,1014.0,112038,64.0890994,293549.0
251,Maharashtra,25,Mehkar , Adv.Anant Sakharam Wankhede,MALE,53.0,SC,INC,Hand,49592,244.0,49836,28.50768808,293549.0
252,Maharashtra,25,Mehkar , Aabarao Shriram Wagh,MALE,39.0,SC,VBA,Gas Cylinder,8008,42.0,8050,4.604841662,293549.0
253,Maharashtra,25,Mehkar , NOTA,,0.0,,NOTA,NOTA,2230,11.0,2241,1.281919275,293549.0
254,Maharashtra,25,Mehkar , Anil Devrao Khadse,MALE,42.0,SC,BSP,Elephant,1398,13.0,1411,0.8071343584,293549.0
255,Maharashtra,25,Mehkar , Manwatkar Laxman Krishnaji,MALE,66.0,SC,IND,Trumpet,1238,2.0,1240,0.709317225,293549.0
257,Maharashtra,26,Khamgaon, AKASH PANDURANG FUNDKAR,MALE,36.0,GENERAL,BJP,Lotus,90167,590.0,90757,45.79731646,280436.0
258,Maharashtra,26,Khamgaon, DNYANESHWAR PURUSHOTTAM PATIL,MALE,50.0,GENERAL,INC,Hand,73464,325.0,73789,37.2350142,280436.0
259,Maharashtra,26,Khamgaon, VASATKAR SHARAD SUKHDEV,MALE,64.0,GENERAL,VBA,Gas Cylinder,25839,118.0,25957,13.09828381,280436.0
260,Maharashtra,26,Khamgaon, NOTA,,0.0,,NOTA,NOTA,1861,12.0,1873,0.9451433358,280436.0
261,Maharashtra,26,Khamgaon, Adv. DILIP MANOHAR BHAGAT,MALE,46.0,SC,BSP,Elephant,1422,2.0,1424,0.7185713349,280436.0
262,Maharashtra,26,Khamgaon, MOHMMED AZHAR MOHMMAD SHAUKAT,MALE,40.0,GENERAL,TPSTP,Kettle,1293,1.0,1294,0.6529714237,280436.0
263,Maharashtra,26,Khamgaon, AZMATULLAH KHAN RAHEMATULLAH KHAN,MALE,46.0,GENERAL,IND,Boat with Man and Sail,913,1.0,914,0.4612178371,280436.0
264,Maharashtra,26,Khamgaon, SHABBIRKHAN GULSHERKHAN,MALE,57.0,GENERAL,IND,Television,679,0.0,679,0.3426333823,280436.0
265,Maharashtra,26,Khamgaon, BHIMRAO HARISHCHANDRA GAWAI,MALE,42.0,SC,IND,Almirah,373,0.0,373,0.1882212836,280436.0
266,Maharashtra,26,Khamgaon, UDDHAO ONKAR ATOLE,MALE,62.0,GENERAL,IND,Iron,357,0.0,357,0.1801474484,280436.0
267,Maharashtra,26,Khamgaon, SHYAM BANSILAL SHARMA,MALE,51.0,GENERAL,IND,Spanner,339,1.0,340,0.1715689985,280436.0
268,Maharashtra,26,Khamgaon, AKASH DEVIDAS GAWAI,MALE,26.0,SC,IND,Helicopter,216,1.0,217,0.1095013902,280436.0
269,Maharashtra,26,Khamgaon, RAMESH KESHAORAO KHIRADKAR,MALE,51.0,SC,IND,BUCKET,197,0.0,197,0.09940909618,280436.0
271,Maharashtra,27,Jalgaon (Jamod), Kute Dr. Sanjay Shriram,MALE,50.0,GENERAL,BJP,Lotus,102188,547.0,102735,50.42530321,289736.0
272,Maharashtra,27,Jalgaon (Jamod), Dr. Swati Sandeep Wakekar,FEMALE,36.0,GENERAL,INC,Hand,67093,411.0,67504,33.13291155,289736.0
273,Maharashtra,27,Jalgaon (Jamod), Sangitrao Bhaskarrao Bhongal,MALE,44.0,GENERAL,VBA,Gas Cylinder,29887,98.0,29985,14.71750345,289736.0
274,Maharashtra,27,Jalgaon (Jamod), NOTA,,0.0,,NOTA,NOTA,2226,6.0,2232,1.095530022,289736.0
275,Maharashtra,27,Jalgaon (Jamod), Ramesh Dattu Nawthale,MALE,52.0,GENERAL,BSP,Elephant,1276,5.0,1281,0.6287517731,289736.0
277,Maharashtra,28,Akot, Prakash Gunwantrao Bharsakale,MALE,67.0,GENERAL,BJP,Lotus,48299,287.0,48586,26.56206435,285150.0
278,Maharashtra,28,Akot, Adv. Santosh Vasant Rahate,MALE,44.0,GENERAL,VBA,Gas Cylinder,41139,187.0,41326,22.59300768,285150.0
279,Maharashtra,28,Akot, Anil Manikrao Gawande,MALE,45.0,GENERAL,IND,Bat,28015,168.0,28183,15.40770303,285150.0
280,Maharashtra,28,Akot, Bodkhe Sanjay Ramdas,MALE,47.0,GENERAL,INC,Hand,27501,178.0,27679,15.13216521,285150.0
281,Maharashtra,28,Akot, Tushar Najukrao Pundkar,MALE,33.0,GENERAL,PHJSP,Cup & Saucer,23872,62.0,23934,13.08476615,285150.0
282,Maharashtra,28,Akot, Ramkrushna Laxman Dhigar,MALE,35.0,ST,IND,Cot,3814,3.0,3817,2.086761611,285150.0
283,Maharashtra,28,Akot, Abdul Sadique Abdul Khalique,MALE,58.0,GENERAL,IND,Spanner,2942,5.0,2947,1.611130853,285150.0
284,Maharashtra,28,Akot, Gajanan Shantaram Tayade,MALE,35.0,SC,MPS(T),Trumpet,1287,1.0,1288,0.7041522018,285150.0
285,Maharashtra,28,Akot, NOTA,,0.0,,NOTA,NOTA,841,16.0,857,0.4685236312,285150.0
286,Maharashtra,28,Akot, Ravindra Madhukar Phate,MALE,43.0,GENERAL,MNS,Railway Engine,788,4.0,792,0.4329879999,285150.0
287,Maharashtra,28,Akot, Santosh Suryabhan Deulkar,MALE,44.0,GENERAL,PPID,Black Board,776,1.0,777,0.4247874696,285150.0
288,Maharashtra,28,Akot, Vijay VIitthalrao Kogade,MALE,52.0,GENERAL,IND,Table,655,0.0,655,0.3580898231,285150.0
289,Maharashtra,28,Akot, Amol Motiram Vyavahare,MALE,32.0,GENERAL,VMP,Television,597,3.0,600,0.328021212,285150.0
290,Maharashtra,28,Akot, Mahadev Vishram Wankhade,MALE,75.0,SC,IND,Helicopter,361,1.0,362,0.1979061313,285150.0
291,Maharashtra,28,Akot, Ashok Kisanrao Thorat,MALE,50.0,SC,IND,Tiller,320,0.0,320,0.1749446464,285150.0
292,Maharashtra,28,Akot, Waman Baldev Sarkate,MALE,65.0,SC,BSP,Elephant,316,1.0,317,0.1733045404,285150.0
293,Maharashtra,28,Akot, Jitendra Basavant Sable,MALE,35.0,GENERAL,IND,Road Roller,270,0.0,270,0.1476095454,285150.0
294,Maharashtra,28,Akot, Pramod Ramchandra Khandare,MALE,48.0,SC,IND,Auto- Rickshaw,205,0.0,205,0.1120739141,285150.0
296,Maharashtra,29,Balapur, Nitinkumar Bhikanrao Tale,MALE,46.0,GENERAL,SHS,Bow and Arrow,68945,398.0,69343,35.47990974,295885.0
297,Maharashtra,29,Balapur, Dr. Dhairyavardhan Haribhau Pundkar,MALE,48.0,GENERAL,VBA,Gas Cylinder,50284,271.0,50555,25.86687679,295885.0
298,Maharashtra,29,Balapur, Dr. Rahman Khan Haji Kale Khan,MALE,55.0,GENERAL,AIMIM,Kite,44313,194.0,44507,22.77236841,295885.0
299,Maharashtra,29,Balapur, Sangram Gulabrao Gawande,MALE,34.0,GENERAL,NCP,Clock,16329,168.0,16497,8.440824179,295885.0
300,Maharashtra,29,Balapur, Dudhe Tukaram Ukarda,MALE,53.0,GENERAL,SWP,Bat,6229,33.0,6262,3.204003213,295885.0
301,Maharashtra,29,Balapur, NOTA,,0.0,,NOTA,NOTA,1743,10.0,1753,0.8969367028,295885.0
302,Maharashtra,29,Balapur, Atharkha Afasar khan,MALE,47.0,GENERAL,BMUP,Cot,1084,3.0,1087,0.5561723879,295885.0
303,Maharashtra,29,Balapur, Vinod Lalsing Jadhav,MALE,38.0,GENERAL,IND,Cup & Saucer,1073,2.0,1075,0.5500324903,295885.0
304,Maharashtra,29,Balapur, Ashwajit Kashiram Sirsat,MALE,40.0,SC,IND,Table,730,0.0,730,0.3735104353,295885.0
305,Maharashtra,29,Balapur, Varsha Sanjay Bagade,FEMALE,39.0,GENERAL,IND,Laptop,696,9.0,705,0.360718982,295885.0
306,Maharashtra,29,Balapur, Dinkar Suryabhan Ranbavale,MALE,52.0,SC,MPS(T),Trumpet,683,0.0,683,0.3494625031,295885.0
307,Maharashtra,29,Balapur, Shaikh Kalim Shaikh Majid,MALE,29.0,GENERAL,BSP,Elephant,601,6.0,607,0.3105764852,295885.0
308,Maharashtra,29,Balapur, Sunita Sudhakar Wankhade,FEMALE,40.0,SC,PPID,Black Board,572,4.0,576,0.2947150832,295885.0
309,Maharashtra,29,Balapur, Raees Ahmad Shaikh Noor,MALE,32.0,GENERAL,IND,Air Conditioner,471,0.0,471,0.2409909795,295885.0
310,Maharashtra,29,Balapur, Sachin Ganpat Sharma,MALE,41.0,GENERAL,IND,Tractor Chalata Kissan,329,0.0,329,0.1683355249,295885.0
311,Maharashtra,29,Balapur, Nitinkumar Manik Tajane,MALE,41.0,SC,IND,Ganna Kisan,262,1.0,263,0.1345660883,295885.0
313,Maharashtra,30,Akola West, Govardhan Mangilal Sharma @ Lalaji,MALE,70.0,GENERAL,BJP,Lotus,72838,424.0,73262,43.23364177,332220.0
314,Maharashtra,30,Akola West, Sajid Khan Mannan Khan,MALE,44.0,GENERAL,INC,Hand,70469,200.0,70669,41.70345104,332220.0
315,Maharashtra,30,Akola West, Madan Bhargad,MALE,56.0,GENERAL,VBA,Gas Cylinder,20563,124.0,20687,12.20788877,332220.0
316,Maharashtra,30,Akola West, NOTA,,0.0,,NOTA,NOTA,2598,19.0,2617,1.544353697,332220.0
317,Maharashtra,30,Akola West, Ravindra Ganeshrao Mundhe,MALE,36.0,GENERAL,IND,Cup & Saucer,528,3.0,531,0.3133556794,332220.0
318,Maharashtra,30,Akola West, Dhananjay Pralhadrao Nalat,MALE,49.0,GENERAL,BSP,Elephant,510,2.0,512,0.3021433292,332220.0
319,Maharashtra,30,Akola West, Janardan Narayanrao Kanade,MALE,70.0,GENERAL,RSSDP,Tiller,481,1.0,482,0.2844396185,332220.0
320,Maharashtra,30,Akola West, Pro. Suman Madhukar Tirpude,FEMALE,67.0,SC,PPID,Black Board,246,5.0,251,0.1481210462,332220.0
321,Maharashtra,30,Akola West, Shakti Das Kharare,MALE,34.0,SC,BMUP,Cot,244,0.0,244,0.1439901803,332220.0
322,Maharashtra,30,Akola West, Rahul Ashok Jadhao,MALE,39.0,SC,IND,Spanner,201,0.0,201,0.1186148617,332220.0
324,Maharashtra,31,Akola East, Randhir Pralhadrao Sawarkar,MALE,45.0,GENERAL,BJP,Lotus,99758,717.0,100475,51.96830438,344835.0
325,Maharashtra,31,Akola East, Bhade Haridas Pandhari,MALE,62.0,GENERAL,VBA,Gas Cylinder,75263,489.0,75752,39.18092056,344835.0
326,Maharashtra,31,Akola East, Vivek Ramrao Paraskar,MALE,59.0,GENERAL,INC,Hand,9444,89.0,9533,4.930717548,344835.0
327,Maharashtra,31,Akola East, NOTA,,0.0,,NOTA,NOTA,2359,22.0,2381,1.231515628,344835.0
328,Maharashtra,31,Akola East, Prafulla Alis Prashant Sahebrao Bharsakal,MALE,44.0,GENERAL,SBBGP,Sewing Machine,824,9.0,833,0.4308494406,344835.0
329,Maharashtra,31,Akola East, Ajabrao Ramrao Tale,MALE,57.0,GENERAL,IND,Television,743,0.0,743,0.3842990809,344835.0
330,Maharashtra,31,Akola East, Priti Pramod Sadanshiv,FEMALE,25.0,SC,RPIS,Cup & Saucer,706,3.0,709,0.3667133894,344835.0
331,Maharashtra,31,Akola East, Athawale Sanjay Gopalrao,MALE,47.0,SC,IND,Kettle,627,1.0,628,0.3248180657,344835.0
332,Maharashtra,31,Akola East, Harshal Ashok Shirsat,MALE,28.0,SC,BMUP,Cot,615,1.0,616,0.318611351,344835.0
333,Maharashtra,31,Akola East, Sheshrao Bhaurao Khadse,MALE,55.0,GENERAL,BSP,Elephant,478,7.0,485,0.2508547163,344835.0
334,Maharashtra,31,Akola East, Mahendra Ramesh Bhojane,MALE,37.0,SC,IND,Bat,430,2.0,432,0.2234417267,344835.0
335,Maharashtra,31,Akola East, Nikhil Malti Bhonde,MALE,46.0,SC,PPID,Black Board,298,2.0,300,0.1551678658,344835.0
336,Maharashtra,31,Akola East, Anil Bapurao Kaple,MALE,45.0,GENERAL,IND,Spanner,257,1.0,258,0.1334443646,344835.0
337,Maharashtra,31,Akola East, Ashok Bhimrao Koltake,MALE,60.0,GENERAL,IND,Throwing a Javelin,193,1.0,194,0.1003418865,344835.0
339,Maharashtra,32,Murtizapur , Harish Marotiappa Pimpale,MALE,42.0,SC,BJP,Lotus,59240,287.0,59527,33.92451088,321817.0
340,Maharashtra,32,Murtizapur , Awachar Pratibha Prabhakar,FEMALE,52.0,SC,VBA,Gas Cylinder,57399,218.0,57617,32.83599952,321817.0
341,Maharashtra,32,Murtizapur , Ravikumar Rameshchandra Rathi,MALE,46.0,SC,NCP,Clock,40849,306.0,41155,23.45428537,321817.0
342,Maharashtra,32,Murtizapur , Rajkumar Narayanrao Nachane,MALE,51.0,SC,PHJSP,Cup & Saucer,8725,39.0,8764,4.994614433,321817.0
343,Maharashtra,32,Murtizapur , Ashish Shankarappa Bare,MALE,30.0,SC,IND,Spanner,2443,2.0,2445,1.393408522,321817.0
344,Maharashtra,32,Murtizapur , NOTA,,0.0,,NOTA,NOTA,1211,14.0,1225,0.6981290142,321817.0
345,Maharashtra,32,Murtizapur , Ravi Nagorao Meshram,MALE,34.0,SC,BSP,Elephant,846,4.0,850,0.4844160507,321817.0
346,Maharashtra,32,Murtizapur , Gautam Namdeo Kankal,MALE,49.0,SC,MPS(T),Trumpet,785,0.0,785,0.4473724704,321817.0
347,Maharashtra,32,Murtizapur , Milind Arjun Jamnik,MALE,37.0,SC,IND,Sewing Machine,511,1.0,512,0.2917894329,321817.0
348,Maharashtra,32,Murtizapur , Pandurang Moropant Ingale,MALE,65.0,SC,BVA,Whistle,496,3.0,499,0.2843807168,321817.0
349,Maharashtra,32,Murtizapur , Baliram Gonduji Ingle,MALE,68.0,SC,IND,Auto- Rickshaw,488,0.0,488,0.2781118032,321817.0
350,Maharashtra,32,Murtizapur , Pravina Laxman Bhatkar,FEMALE,58.0,SC,BMUP,Cot,485,0.0,485,0.2764020995,321817.0
351,Maharashtra,32,Murtizapur , Sudarshan Pralhad Suradkar,MALE,54.0,SC,PPID,Black Board,431,2.0,433,0.2467672352,321817.0
352,Maharashtra,32,Murtizapur , Rajesh Tulshiram Khade,MALE,44.0,SC,IND,Tractor Chalata Kissan,387,4.0,391,0.2228313833,321817.0
353,Maharashtra,32,Murtizapur , Dipak Ramchandra Ingle,MALE,55.0,SC,IND,Table,293,0.0,293,0.1669810622,321817.0
355,Maharashtra,33,Risod, Amit Subhashrao Zanak,MALE,33.0,GENERAL,INC,Hand,69167,708.0,69875,34.01617198,308878.0
356,Maharashtra,33,Risod, Anantrao Vitthalrao Deshmukh,MALE,70.0,GENERAL,IND,Key,67204,530.0,67734,32.97390187,308878.0
357,Maharashtra,33,Risod, Dilip Rambhau Jadhao,MALE,54.0,GENERAL,VBA,Gas Cylinder,34360,115.0,34475,16.78293423,308878.0
358,Maharashtra,33,Risod, Sanap Vishwnath Ashruji,MALE,48.0,GENERAL,SHS,Bow and Arrow,22954,121.0,23075,11.23324749,308878.0
359,Maharashtra,33,Risod, NOTA,,0.0,,NOTA,NOTA,1529,5.0,1534,0.7467736361,308878.0
360,Maharashtra,33,Risod, Vishwanath Tukaram Shevale,MALE,64.0,GENERAL,IND,Almirah,1397,8.0,1405,0.6839745493,308878.0
361,Maharashtra,33,Risod, Chetan Wamanrao Ingale,MALE,34.0,GENERAL,IND,Spanner,1039,0.0,1039,0.5058003963,308878.0
362,Maharashtra,33,Risod, Tasvarkha Gulam Gauskha,MALE,34.0,GENERAL,IND,Bat,988,0.0,988,0.4809728503,308878.0
363,Maharashtra,33,Risod, Anil Rangrao Ghuge,MALE,37.0,GENERAL,IND,Helicopter,746,0.0,746,0.3631637109,308878.0
364,Maharashtra,33,Risod, Dattarao Bhikaji Dhande,MALE,52.0,SC,AIMIM,Kite,678,1.0,679,0.330547131,308878.0
365,Maharashtra,33,Risod, Prashant Vishnu Bakal,MALE,28.0,GENERAL,IND,Cup & Saucer,650,0.0,650,0.3164295068,308878.0
366,Maharashtra,33,Risod, Dr. Prashant Gawande Patil,MALE,46.0,GENERAL,SBBGP,Sewing Machine,639,0.0,639,0.3110745459,308878.0
367,Maharashtra,33,Risod, She. Khaja She. Farid,MALE,43.0,GENERAL,BSP,Elephant,594,4.0,598,0.2911151463,308878.0
368,Maharashtra,33,Risod, Rajesh Shrikrushna Ambhore,MALE,38.0,SC,BVA,Whistle,596,0.0,596,0.290141517,308878.0
369,Maharashtra,33,Risod, Vijaykumar Wamanrao Ulhamale,MALE,44.0,GENERAL,MNS,Railway Engine,586,0.0,586,0.2852733708,308878.0
370,Maharashtra,33,Risod, Dr. Radhakisan Madhukarrao Kshirsagar,MALE,44.0,GENERAL,IND,Tractor Chalata Kissan,486,0.0,486,0.2365919082,308878.0
371,Maharashtra,33,Risod, Dr. Rajiv Nandkishor Agrawal,MALE,54.0,GENERAL,IND,Auto- Rickshaw,312,0.0,312,0.1518861633,308878.0
373,Maharashtra,34,Washim , Lakhan Sahadeo Malik,MALE,62.0,SC,BJP,Lotus,65641,518.0,66159,32.0021477,349279.0
374,Maharashtra,34,Washim , Siddharth Akaramji Deole,MALE,44.0,SC,VBA,Gas Cylinder,52050,414.0,52464,25.37766104,349279.0
375,Maharashtra,34,Washim , Pendharkar Shashikant Yashwantrao,MALE,51.0,SC,IND,Ring,45072,335.0,45407,21.96407927,349279.0
376,Maharashtra,34,Washim , Rajani Mahadev Rathod,FEMALE,55.0,SC,INC,Hand,30493,223.0,30716,14.85781177,349279.0
377,Maharashtra,34,Washim , Dr. Bharat Laxman Nandure,MALE,34.0,SC,CPI,Ears of Corn And Sickle,1651,4.0,1655,0.800549501,349279.0
378,Maharashtra,34,Washim , NOTA,,0.0,,NOTA,NOTA,1478,13.0,1491,0.7212201245,349279.0
379,Maharashtra,34,Washim , Sachin Wamanrao Pattebahadur,MALE,40.0,SC,IND,Whistle,1408,3.0,1411,0.6825228677,349279.0
380,Maharashtra,34,Washim , Mahada Ashru Hiwale,MALE,33.0,SC,VMP,Television,1408,3.0,1411,0.6825228677,349279.0
381,Maharashtra,34,Washim , Bhalerao Dipak Ramesh,MALE,29.0,SC,IND,Auto- Rickshaw,1313,1.0,1314,0.6356024437,349279.0
382,Maharashtra,34,Washim , Rahul Jaikumar Balkhande,MALE,31.0,SC,SBBGP,Sewing Machine,1066,8.0,1074,0.5195106732,349279.0
383,Maharashtra,34,Washim , Santosh Bansi Kodisangat,MALE,38.0,SC,PHJSP,Cup & Saucer,1066,3.0,1069,0.5170920946,349279.0
384,Maharashtra,34,Washim , Bhagwat Sakharam Ranbawale,MALE,47.0,SC,IND,Camera,977,1.0,978,0.473073965,349279.0
385,Maharashtra,34,Washim , Dilip Pandurang Bhojraj,MALE,55.0,SC,BSP,Elephant,840,6.0,846,0.4092234912,349279.0
386,Maharashtra,34,Washim , Saurabh Ravindra Gaikwad,MALE,25.0,SC,BMUP,Cot,737,1.0,738,0.3569821944,349279.0
388,Maharashtra,35,Karanja, PATNI RAJENDRA SUKHANAND,MALE,55.0,GENERAL,BJP,Lotus,72830,375.0,73205,39.28529263,301654.0
389,Maharashtra,35,Karanja, DAHAKE PRAKASH UTTAMRAO,MALE,66.0,GENERAL,NCP,Clock,49882,599.0,50481,27.090511,301654.0
390,Maharashtra,35,Karanja, MO. YUSUF MO. SHAFI PUNJANI,MALE,44.0,GENERAL,BSP,Elephant,41752,155.0,41907,22.48929388,301654.0
391,Maharashtra,35,Karanja, DR. RAM SHESHRAO CHAVHAN,MALE,44.0,GENERAL,VBA,Gas Cylinder,12419,74.0,12493,6.704339333,301654.0
392,Maharashtra,35,Karanja, DR. SUBHASH PANDURANG RATHOD,MALE,56.0,GENERAL,MNS,Railway Engine,2148,12.0,2160,1.159158966,301654.0
393,Maharashtra,35,Karanja, DIGAMBAR NARENDRA CHAVHAN,MALE,32.0,GENERAL,IND,SHIP,1811,5.0,1816,0.9745521675,301654.0
394,Maharashtra,35,Karanja, NOTA,,0.0,,NOTA,NOTA,1140,2.0,1142,0.6128516384,301654.0
395,Maharashtra,35,Karanja, ANNASAHEB UTTAM RODGE,MALE,58.0,SC,IND,Television,566,0.0,566,0.3037425808,301654.0
396,Maharashtra,35,Karanja, VINOD PANJABRAO NANDAGAVALI,MALE,32.0,SC,IND,Spanner,495,0.0,495,0.2656405963,301654.0
397,Maharashtra,35,Karanja, ADESH RAMBHAU GAWAI,MALE,44.0,SC,BMUP,Cot,407,5.0,412,0.2210988398,301654.0
398,Maharashtra,35,Karanja, MANISH DAMODAR MODAK,MALE,43.0,GENERAL,PHJSP,Cup & Saucer,408,0.0,408,0.2189522491,301654.0
399,Maharashtra,35,Karanja, KARIM SATTAR SHEIKH,MALE,32.0,GENERAL,RUC,Whistle,369,0.0,369,0.19802299,301654.0
