 STATE/UT NAME , AC NO. , AC NAME , CANDIDATE NAME , SEX , AGE , CATEGORY , PARTY , SYMBOL , GENERAL , POSTAL , TOTAL , % VOTES POLLED , TOTAL ELECTORS 
Maharashtra,21,Malkapur,2 Chainsukh Madanlal Sancheti,MALE,65,GENERAL,BJP,Lotus,71352,540,71892,38.59931705,268718
Maharashtra,21,Malkapur,3 Dr. Nandurkar Nitin Vasantrao,MALE,53,GENERAL,VBA,Gas Cylinder,12476,73,12549,6.73764577,268718
Maharashtra,21,Malkapur,4 Gawhad Vijay Pralhad,MALE,35,GENERAL,IND,Bangles,9868,8,9876,5.302493396,268718
Maharashtra,21,Malkapur,5 NOTA,,,,NOTA,NOTA,1849,5,1854,0.9954255525,268718
Maharashtra,21,Malkapur,6 Pramod Yadav Tayade,MALE,35,SC,BSP,Elephant,1015,6,1021,0.5481820329,268718
Maharashtra,21,Malkapur,7 Ab. Majid Qureshi Ab. Kadir,MALE,65,GENERAL,IND,Slate,620,13,633,0.3398621223,268718
Maharashtra,21,Malkapur,8 Baliram Krushna Dhade,MALE,28,GENERAL,IND,Cup & Saucer,599,1,600,0.3221441917,268718
Maharashtra,21,Malkapur,9 Shaikh Aabid Shaikh Bashir,MALE,37,GENERAL,IND,Bat,539,2,541,0.2904666796,268718
Maharashtra,21,Malkapur,10 Avkash Kailas Borse,MALE,26,GENERAL,IND,Whistle,460,4,464,0.2491248416,268718
Maharashtra,21,Malkapur,11 Pravin Ramesh Gawande,MALE,37,GENERAL,IND,Auto- Rickshaw,309,1,310,0.1664411657,268718
Maharashtra,21,Malkapur,12 Datta Gajanan Yenkar,MALE,25,GENERAL,IND,Ludo,235,1,236,0.1267100488,268718
 TURNOUT , TOTAL : ,,,,,,,,184898,1354,186252,69.31132265,
Maharashtra,22,Buldhana,1 SANJAY RAMBHAU GAIKWAD,MALE,53,GENERAL,SHS,Bow and Arrow,67038,747,67785,37.82687307,306272
Maharashtra,22,Buldhana,2 VIJAY HARIBHAU SHINDE,MALE,54,GENERAL,VBA,Gas Cylinder,41173,537,41710,23.27592942,306272
Maharashtra,22,Buldhana,3 HARSHWARDHAN SAPKAL,MALE,51,GENERAL,INC,Hand,30810,506,31316,17.47564147,306272
Maharashtra,22,Buldhana,4 YOGENDRA RAJENDRA GODE,MALE,51,GENERAL,IND,Spanner,29671,272,29943,16.70944988,306272
Maharashtra,22,Buldhana,5 MOHD. SAJJAD ABDUL KHALIK,MALE,50,GENERAL,AIMIM,Kite,3762,30,3792,2.116095046,306272
Maharashtra,22,Buldhana,6 ABDUL RAJJAK ABDUL SATTAR,MALE,56,GENERAL,BSP,Elephant,2909,5,2914,1.62613422,306272
Maharashtra,22,Buldhana,7 NOTA,,,,NOTA,NOTA,1072,16,1088,0.6071496334,306272
Maharashtra,22,Buldhana,8 VIJAY RAMKRUSHNA KALE,MALE,49,GENERAL,IND,Air Conditioner,647,3,650,0.3627272626,306272
 TURNOUT , TOTAL : ,,,,,,,,177082,2116,179198,58.50942953,
Maharashtra,23,Chikhli,1 SHWETA VIDYADHAR MAHALE,FEMALE,36,GENERAL,BJP,Lotus,92760,755,93515,48.15842869,295018
Maharashtra,23,Chikhli,2 BONDRE RAHUL SIDDHAVINAYAK,MALE,49,GENERAL,INC,Hand,86072,633,86705,44.6514095,295018
Maharashtra,23,Chikhli,3 ASHOK SHIVSINGH SURADKAR,MALE,55,GENERAL,VBA,Gas Cylinder,9605,56,9661,4.975229424,295018
Maharashtra,23,Chikhli,4 PARVEEN BI SAYYED HARUN,FEMALE,45,GENERAL,BSP,Elephant,1105,4,1109,0.5711136975,295018
Maharashtra,23,Chikhli,5 NOTA,,,,NOTA,NOTA,1030,5,1035,0.5330051189,295018
Maharashtra,23,Chikhli,6 DEVANAND PANDURANG GAWAI,MALE,49,SC,IND,Auto- Rickshaw,550,1,551,0.283754416,295018
Maharashtra,23,Chikhli,7 RAJENDRA VISHVANATH JAWANJAL,MALE,45,GENERAL,IND,Cup & Saucer,506,1,507,0.2610952611,295018
Maharashtra,23,Chikhli,8 ABDUL SALIM ABDUL NOORMOHAMMAD MEMAN,MALE,50,GENERAL,IND,Almirah,415,,415,0.2137170284,295018
Maharashtra,23,Chikhli,9 DADARAO SHRIRAM PADGHAN,MALE,42,GENERAL,IND,Spanner,274,,274,0.1411047368,295018
Maharashtra,23,Chikhli,10 IMRAN KHAN UMAR KHAN,MALE,35,GENERAL,IND,Bat,226,,226,0.1163856588,295018
Maharashtra,23,Chikhli,11 DAGDUBA SHANKAR SALVE,MALE,55,SC,IND,Tractor Chalata Kissan,184,,184,0.09475646558,295018
 TURNOUT , TOTAL : ,,,,,,,,192727,1455,194182,65.82039062,
Maharashtra,24,Sindkhed Raja,1 DR. RAJENDRA BHASKARRAO SHINGANE,MALE,58,GENERAL,NCP,Clock,80808,893,81701,40.58366242,312571
Maharashtra,24,Sindkhed Raja,2 Khedekar Dr.Shashikant Narsingrao,MALE,62,GENERAL,SHS,Bow and Arrow,72011,752,72763,36.14385416,312571
Maharashtra,24,Sindkhed Raja,3 SAVITA SHIVAJI MUNDHE,FEMALE,42,GENERAL,VBA,Gas Cylinder,39617,258,39875,19.80726722,312571
Maharashtra,24,Sindkhed Raja,4 NOTA,,,,NOTA,NOTA,1615,1,1616,0.8027221022,312571
Maharashtra,24,Sindkhed Raja,5 SHIVSHANKAR DATTATRAY WAYAL,MALE,32,GENERAL,BSP,Elephant,1311,4,1315,0.653205176,312571
Maharashtra,24,Sindkhed Raja,6 BHAGWAT DEVIDAS RATHOD,MALE,28,GENERAL,IND,Television,916,6,922,0.4579887241,312571
Maharashtra,24,Sindkhed Raja,7 SHRIKRUSHNA UTTAM DOLAS,MALE,28,GENERAL,IND,Helicopter,788,1,789,0.3919231056,312571
Maharashtra,24,Sindkhed Raja,8 Rajendra Uttamrao Shingne,MALE,50,GENERAL,IND,Ring,643,,643,0.3193999454,312571
Maharashtra,24,Sindkhed Raja,9 Pravin Kumar Shriram More,MALE,29,SC,IND,Kettle,621,1,622,0.3089685319,312571
Maharashtra,24,Sindkhed Raja,10 BHAI VIKAS NANDVE,MALE,27,SC,IND,Cup & Saucer,615,,615,0.3054913941,312571
Maharashtra,24,Sindkhed Raja,11 Eknath Narendra Deshmukh,MALE,33,GENERAL,IND,Tractor Chalata Kissan,451,3,454,0.2255172243,312571
 TURNOUT , TOTAL : ,,,,,,,,199396,1919,201315,64.40616692,
Maharashtra,25,Mehkar ,1 Sanjay Bhaskar Raymulkar,MALE,51,SC,SHS,Bow and Arrow,111024,1014,112038,64.0890994,293549
Maharashtra,25,Mehkar ,2 Adv.Anant Sakharam Wankhede,MALE,53,SC,INC,Hand,49592,244,49836,28.50768808,293549
Maharashtra,25,Mehkar ,3 Aabarao Shriram Wagh,MALE,39,SC,VBA,Gas Cylinder,8008,42,8050,4.604841662,293549
Maharashtra,25,Mehkar ,4 NOTA,,,,NOTA,NOTA,2230,11,2241,1.281919275,293549
Maharashtra,25,Mehkar ,5 Anil Devrao Khadse,MALE,42,SC,BSP,Elephant,1398,13,1411,0.8071343584,293549
Maharashtra,25,Mehkar ,6 Manwatkar Laxman Krishnaji,MALE,66,SC,IND,Trumpet,1238,2,1240,0.709317225,293549
 TURNOUT , TOTAL : ,,,,,,,,173490,1326,174816,59.55257896,
Maharashtra,26,Khamgaon,1 AKASH PANDURANG FUNDKAR,MALE,36,GENERAL,BJP,Lotus,90167,590,90757,45.79731646,280436
Maharashtra,26,Khamgaon,2 DNYANESHWAR PURUSHOTTAM PATIL,MALE,50,GENERAL,INC,Hand,73464,325,73789,37.2350142,280436
Maharashtra,26,Khamgaon,3 VASATKAR SHARAD SUKHDEV,MALE,64,GENERAL,VBA,Gas Cylinder,25839,118,25957,13.09828381,280436
Maharashtra,26,Khamgaon,4 NOTA,,,,NOTA,NOTA,1861,12,1873,0.9451433358,280436
Maharashtra,26,Khamgaon,5 Adv. DILIP MANOHAR BHAGAT,MALE,46,SC,BSP,Elephant,1422,2,1424,0.7185713349,280436
Maharashtra,26,Khamgaon,6 MOHMMED AZHAR MOHMMAD SHAUKAT,MALE,40,GENERAL,TPSTP,Kettle,1293,1,1294,0.6529714237,280436
Maharashtra,26,Khamgaon,7 AZMATULLAH KHAN RAHEMATULLAH KHAN,MALE,46,GENERAL,IND,Boat with Man and Sail,913,1,914,0.4612178371,280436
Maharashtra,26,Khamgaon,8 SHABBIRKHAN GULSHERKHAN,MALE,57,GENERAL,IND,Television,679,,679,0.3426333823,280436
Maharashtra,26,Khamgaon,9 BHIMRAO HARISHCHANDRA GAWAI,MALE,42,SC,IND,Almirah,373,,373,0.1882212836,280436
Maharashtra,26,Khamgaon,10 UDDHAO ONKAR ATOLE,MALE,62,GENERAL,IND,Iron,357,,357,0.1801474484,280436
Maharashtra,26,Khamgaon,11 SHYAM BANSILAL SHARMA,MALE,51,GENERAL,IND,Spanner,339,1,340,0.1715689985,280436
Maharashtra,26,Khamgaon,12 AKASH DEVIDAS GAWAI,MALE,26,SC,IND,Helicopter,216,1,217,0.1095013902,280436
Maharashtra,26,Khamgaon,13 RAMESH KESHAORAO KHIRADKAR,MALE,51,SC,IND,BUCKET,197,,197,0.09940909618,280436
 TURNOUT , TOTAL : ,,,,,,,,197120,1051,198171,70.66532114,
Maharashtra,27,Jalgaon (Jamod),1 Kute Dr. Sanjay Shriram,MALE,50,GENERAL,BJP,Lotus,102188,547,102735,50.42530321,289736
Maharashtra,27,Jalgaon (Jamod),2 Dr. Swati Sandeep Wakekar,FEMALE,36,GENERAL,INC,Hand,67093,411,67504,33.13291155,289736
Maharashtra,27,Jalgaon (Jamod),3 Sangitrao Bhaskarrao Bhongal,MALE,44,GENERAL,VBA,Gas Cylinder,29887,98,29985,14.71750345,289736
Maharashtra,27,Jalgaon (Jamod),4 NOTA,,,,NOTA,NOTA,2226,6,2232,1.095530022,289736
Maharashtra,27,Jalgaon (Jamod),5 Ramesh Dattu Nawthale,MALE,52,GENERAL,BSP,Elephant,1276,5,1281,0.6287517731,289736
 TURNOUT , TOTAL : ,,,,,,,,202670,1067,203737,70.3181517,
Maharashtra,28,Akot,1 Prakash Gunwantrao Bharsakale,MALE,67,GENERAL,BJP,Lotus,48299,287,48586,26.56206435,285150
Maharashtra,28,Akot,2 Adv. Santosh Vasant Rahate,MALE,44,GENERAL,VBA,Gas Cylinder,41139,187,41326,22.59300768,285150
Maharashtra,28,Akot,3 Anil Manikrao Gawande,MALE,45,GENERAL,IND,Bat,28015,168,28183,15.40770303,285150
Maharashtra,28,Akot,4 Bodkhe Sanjay Ramdas,MALE,47,GENERAL,INC,Hand,27501,178,27679,15.13216521,285150
Maharashtra,28,Akot,5 Tushar Najukrao Pundkar,MALE,33,GENERAL,PHJSP,Cup & Saucer,23872,62,23934,13.08476615,285150
Maharashtra,28,Akot,6 Ramkrushna Laxman Dhigar,MALE,35,ST,IND,Cot,3814,3,3817,2.086761611,285150
Maharashtra,28,Akot,7 Abdul Sadique Abdul Khalique,MALE,58,GENERAL,IND,Spanner,2942,5,2947,1.611130853,285150
Maharashtra,28,Akot,8 Gajanan Shantaram Tayade,MALE,35,SC,MPS(T),Trumpet,1287,1,1288,0.7041522018,285150
Maharashtra,28,Akot,9 NOTA,,,,NOTA,NOTA,841,16,857,0.4685236312,285150
Maharashtra,28,Akot,10 Ravindra Madhukar Phate,MALE,43,GENERAL,MNS,Railway Engine,788,4,792,0.4329879999,285150
Maharashtra,28,Akot,11 Santosh Suryabhan Deulkar,MALE,44,GENERAL,PPID,Black Board,776,1,777,0.4247874696,285150
Maharashtra,28,Akot,12 Vijay VIitthalrao Kogade,MALE,52,GENERAL,IND,Table,655,,655,0.3580898231,285150
Maharashtra,28,Akot,13 Amol Motiram Vyavahare,MALE,32,GENERAL,VMP,Television,597,3,600,0.328021212,285150
Maharashtra,28,Akot,14 Mahadev Vishram Wankhade,MALE,75,SC,IND,Helicopter,361,1,362,0.1979061313,285150
Maharashtra,28,Akot,15 Ashok Kisanrao Thorat,MALE,50,SC,IND,Tiller,320,,320,0.1749446464,285150
Maharashtra,28,Akot,16 Waman Baldev Sarkate,MALE,65,SC,BSP,Elephant,316,1,317,0.1733045404,285150
Maharashtra,28,Akot,17 Jitendra Basavant Sable,MALE,35,GENERAL,IND,Road Roller,270,,270,0.1476095454,285150
Maharashtra,28,Akot,18 Pramod Ramchandra Khandare,MALE,48,SC,IND,Auto- Rickshaw,205,,205,0.1120739141,285150
 TURNOUT , TOTAL : ,,,,,,,,181998,917,182915,64.14694021,
Maharashtra,29,Balapur,1 Nitinkumar Bhikanrao Tale,MALE,46,GENERAL,SHS,Bow and Arrow,68945,398,69343,35.47990974,295885
Maharashtra,29,Balapur,2 Dr. Dhairyavardhan Haribhau Pundkar,MALE,48,GENERAL,VBA,Gas Cylinder,50284,271,50555,25.86687679,295885
Maharashtra,29,Balapur,3 Dr. Rahman Khan Haji Kale Khan,MALE,55,GENERAL,AIMIM,Kite,44313,194,44507,22.77236841,295885
Maharashtra,29,Balapur,4 Sangram Gulabrao Gawande,MALE,34,GENERAL,NCP,Clock,16329,168,16497,8.440824179,295885
Maharashtra,29,Balapur,5 Dudhe Tukaram Ukarda,MALE,53,GENERAL,SWP,Bat,6229,33,6262,3.204003213,295885
Maharashtra,29,Balapur,6 NOTA,,,,NOTA,NOTA,1743,10,1753,0.8969367028,295885
Maharashtra,29,Balapur,7 Atharkha Afasar khan,MALE,47,GENERAL,BMUP,Cot,1084,3,1087,0.5561723879,295885
Maharashtra,29,Balapur,8 Vinod Lalsing Jadhav,MALE,38,GENERAL,IND,Cup & Saucer,1073,2,1075,0.5500324903,295885
Maharashtra,29,Balapur,9 Ashwajit Kashiram Sirsat,MALE,40,SC,IND,Table,730,,730,0.3735104353,295885
Maharashtra,29,Balapur,10 Varsha Sanjay Bagade,FEMALE,39,GENERAL,IND,Laptop,696,9,705,0.360718982,295885
Maharashtra,29,Balapur,11 Dinkar Suryabhan Ranbavale,MALE,52,SC,MPS(T),Trumpet,683,,683,0.3494625031,295885
Maharashtra,29,Balapur,12 Shaikh Kalim Shaikh Majid,MALE,29,GENERAL,BSP,Elephant,601,6,607,0.3105764852,295885
Maharashtra,29,Balapur,13 Sunita Sudhakar Wankhade,FEMALE,40,SC,PPID,Black Board,572,4,576,0.2947150832,295885
Maharashtra,29,Balapur,14 Raees Ahmad Shaikh Noor,MALE,32,GENERAL,IND,Air Conditioner,471,,471,0.2409909795,295885
Maharashtra,29,Balapur,15 Sachin Ganpat Sharma,MALE,41,GENERAL,IND,Tractor Chalata Kissan,329,,329,0.1683355249,295885
Maharashtra,29,Balapur,16 Nitinkumar Manik Tajane,MALE,41,SC,IND,Ganna Kisan,262,1,263,0.1345660883,295885
 TURNOUT , TOTAL : ,,,,,,,,194344,1099,195443,66.0537033,
Maharashtra,30,Akola West,1 Govardhan Mangilal Sharma @ Lalaji,MALE,70,GENERAL,BJP,Lotus,72838,424,73262,43.23364177,332220
Maharashtra,30,Akola West,2 Sajid Khan Mannan Khan,MALE,44,GENERAL,INC,Hand,70469,200,70669,41.70345104,332220
Maharashtra,30,Akola West,3 Madan Bhargad,MALE,56,GENERAL,VBA,Gas Cylinder,20563,124,20687,12.20788877,332220
Maharashtra,30,Akola West,4 NOTA,,,,NOTA,NOTA,2598,19,2617,1.544353697,332220
Maharashtra,30,Akola West,5 Ravindra Ganeshrao Mundhe,MALE,36,GENERAL,IND,Cup & Saucer,528,3,531,0.3133556794,332220
Maharashtra,30,Akola West,6 Dhananjay Pralhadrao Nalat,MALE,49,GENERAL,BSP,Elephant,510,2,512,0.3021433292,332220
Maharashtra,30,Akola West,7 Janardan Narayanrao Kanade,MALE,70,GENERAL,RSSDP,Tiller,481,1,482,0.2844396185,332220
Maharashtra,30,Akola West,8 Pro. Suman Madhukar Tirpude,FEMALE,67,SC,PPID,Black Board,246,5,251,0.1481210462,332220
Maharashtra,30,Akola West,9 Shakti Das Kharare,MALE,34,SC,BMUP,Cot,244,,244,0.1439901803,332220
Maharashtra,30,Akola West,10 Rahul Ashok Jadhao,MALE,39,SC,IND,Spanner,201,,201,0.1186148617,332220
 TURNOUT , TOTAL : ,,,,,,,,168678,778,169456,51.00716393,
Maharashtra,31,Akola East,1 Randhir Pralhadrao Sawarkar,MALE,45,GENERAL,BJP,Lotus,99758,717,100475,51.96830438,344835
Maharashtra,31,Akola East,2 Bhade Haridas Pandhari,MALE,62,GENERAL,VBA,Gas Cylinder,75263,489,75752,39.18092056,344835
Maharashtra,31,Akola East,3 Vivek Ramrao Paraskar,MALE,59,GENERAL,INC,Hand,9444,89,9533,4.930717548,344835
Maharashtra,31,Akola East,4 NOTA,,,,NOTA,NOTA,2359,22,2381,1.231515628,344835
Maharashtra,31,Akola East,5 Prafulla Alis Prashant Sahebrao Bharsakal,MALE,44,GENERAL,SBBGP,Sewing Machine,824,9,833,0.4308494406,344835
Maharashtra,31,Akola East,6 Ajabrao Ramrao Tale,MALE,57,GENERAL,IND,Television,743,,743,0.3842990809,344835
Maharashtra,31,Akola East,7 Priti Pramod Sadanshiv,FEMALE,25,SC,RPIS,Cup & Saucer,706,3,709,0.3667133894,344835
Maharashtra,31,Akola East,8 Athawale Sanjay Gopalrao,MALE,47,SC,IND,Kettle,627,1,628,0.3248180657,344835
Maharashtra,31,Akola East,9 Harshal Ashok Shirsat,MALE,28,SC,BMUP,Cot,615,1,616,0.318611351,344835
Maharashtra,31,Akola East,10 Sheshrao Bhaurao Khadse,MALE,55,GENERAL,BSP,Elephant,478,7,485,0.2508547163,344835
Maharashtra,31,Akola East,11 Mahendra Ramesh Bhojane,MALE,37,SC,IND,Bat,430,2,432,0.2234417267,344835
Maharashtra,31,Akola East,12 Nikhil Malti Bhonde,MALE,46,SC,PPID,Black Board,298,2,300,0.1551678658,344835
Maharashtra,31,Akola East,13 Anil Bapurao Kaple,MALE,45,GENERAL,IND,Spanner,257,1,258,0.1334443646,344835
Maharashtra,31,Akola East,14 Ashok Bhimrao Koltake,MALE,60,GENERAL,IND,Throwing a Javelin,193,1,194,0.1003418865,344835
 TURNOUT , TOTAL : ,,,,,,,,191995,1344,193339,56.06710456,
Maharashtra,32,Murtizapur ,1 Harish Marotiappa Pimpale,MALE,42,SC,BJP,Lotus,59240,287,59527,33.92451088,321817
Maharashtra,32,Murtizapur ,2 Awachar Pratibha Prabhakar,FEMALE,52,SC,VBA,Gas Cylinder,57399,218,57617,32.83599952,321817
Maharashtra,32,Murtizapur ,3 Ravikumar Rameshchandra Rathi,MALE,46,SC,NCP,Clock,40849,306,41155,23.45428537,321817
Maharashtra,32,Murtizapur ,4 Rajkumar Narayanrao Nachane,MALE,51,SC,PHJSP,Cup & Saucer,8725,39,8764,4.994614433,321817
Maharashtra,32,Murtizapur ,5 Ashish Shankarappa Bare,MALE,30,SC,IND,Spanner,2443,2,2445,1.393408522,321817
Maharashtra,32,Murtizapur ,6 NOTA,,,,NOTA,NOTA,1211,14,1225,0.6981290142,321817
Maharashtra,32,Murtizapur ,7 Ravi Nagorao Meshram,MALE,34,SC,BSP,Elephant,846,4,850,0.4844160507,321817
Maharashtra,32,Murtizapur ,8 Gautam Namdeo Kankal,MALE,49,SC,MPS(T),Trumpet,785,,785,0.4473724704,321817
Maharashtra,32,Murtizapur ,9 Milind Arjun Jamnik,MALE,37,SC,IND,Sewing Machine,511,1,512,0.2917894329,321817
Maharashtra,32,Murtizapur ,10 Pandurang Moropant Ingale,MALE,65,SC,BVA,Whistle,496,3,499,0.2843807168,321817
Maharashtra,32,Murtizapur ,11 Baliram Gonduji Ingle,MALE,68,SC,IND,Auto- Rickshaw,488,,488,0.2781118032,321817
Maharashtra,32,Murtizapur ,12 Pravina Laxman Bhatkar,FEMALE,58,SC,BMUP,Cot,485,,485,0.2764020995,321817
Maharashtra,32,Murtizapur ,13 Sudarshan Pralhad Suradkar,MALE,54,SC,PPID,Black Board,431,2,433,0.2467672352,321817
Maharashtra,32,Murtizapur ,14 Rajesh Tulshiram Khade,MALE,44,SC,IND,Tractor Chalata Kissan,387,4,391,0.2228313833,321817
Maharashtra,32,Murtizapur ,15 Dipak Ramchandra Ingle,MALE,55,SC,IND,Table,293,,293,0.1669810622,321817
 TURNOUT , TOTAL : ,,,,,,,,174589,880,175469,54.52446577,
Maharashtra,33,Risod,1 Amit Subhashrao Zanak,MALE,33,GENERAL,INC,Hand,69167,708,69875,34.01617198,308878
Maharashtra,33,Risod,2 Anantrao Vitthalrao Deshmukh,MALE,70,GENERAL,IND,Key,67204,530,67734,32.97390187,308878
Maharashtra,33,Risod,3 Dilip Rambhau Jadhao,MALE,54,GENERAL,VBA,Gas Cylinder,34360,115,34475,16.78293423,308878
Maharashtra,33,Risod,4 Sanap Vishwnath Ashruji,MALE,48,GENERAL,SHS,Bow and Arrow,22954,121,23075,11.23324749,308878
Maharashtra,33,Risod,5 NOTA,,,,NOTA,NOTA,1529,5,1534,0.7467736361,308878
Maharashtra,33,Risod,6 Vishwanath Tukaram Shevale,MALE,64,GENERAL,IND,Almirah,1397,8,1405,0.6839745493,308878
Maharashtra,33,Risod,7 Chetan Wamanrao Ingale,MALE,34,GENERAL,IND,Spanner,1039,,1039,0.5058003963,308878
Maharashtra,33,Risod,8 Tasvarkha Gulam Gauskha,MALE,34,GENERAL,IND,Bat,988,,988,0.4809728503,308878
Maharashtra,33,Risod,9 Anil Rangrao Ghuge,MALE,37,GENERAL,IND,Helicopter,746,,746,0.3631637109,308878
Maharashtra,33,Risod,10 Dattarao Bhikaji Dhande,MALE,52,SC,AIMIM,Kite,678,1,679,0.330547131,308878
Maharashtra,33,Risod,11 Prashant Vishnu Bakal,MALE,28,GENERAL,IND,Cup & Saucer,650,,650,0.3164295068,308878
Maharashtra,33,Risod,12 Dr. Prashant Gawande Patil,MALE,46,GENERAL,SBBGP,Sewing Machine,639,,639,0.3110745459,308878
Maharashtra,33,Risod,13 She. Khaja She. Farid,MALE,43,GENERAL,BSP,Elephant,594,4,598,0.2911151463,308878
Maharashtra,33,Risod,14 Rajesh Shrikrushna Ambhore,MALE,38,SC,BVA,Whistle,596,,596,0.290141517,308878
Maharashtra,33,Risod,15 Vijaykumar Wamanrao Ulhamale,MALE,44,GENERAL,MNS,Railway Engine,586,,586,0.2852733708,308878
Maharashtra,33,Risod,16 Dr. Radhakisan Madhukarrao Kshirsagar,MALE,44,GENERAL,IND,Tractor Chalata Kissan,486,,486,0.2365919082,308878
Maharashtra,33,Risod,17 Dr. Rajiv Nandkishor Agrawal,MALE,54,GENERAL,IND,Auto- Rickshaw,312,,312,0.1518861633,308878
 TURNOUT , TOTAL : ,,,,,,,,203925,1492,205417,66.50425087,
Maharashtra,34,Washim ,1 Lakhan Sahadeo Malik,MALE,62,SC,BJP,Lotus,65641,518,66159,32.0021477,349279
Maharashtra,34,Washim ,2 Siddharth Akaramji Deole,MALE,44,SC,VBA,Gas Cylinder,52050,414,52464,25.37766104,349279
Maharashtra,34,Washim ,3 Pendharkar Shashikant Yashwantrao,MALE,51,SC,IND,Ring,45072,335,45407,21.96407927,349279
Maharashtra,34,Washim ,4 Rajani Mahadev Rathod,FEMALE,55,SC,INC,Hand,30493,223,30716,14.85781177,349279
Maharashtra,34,Washim ,5 Dr. Bharat Laxman Nandure,MALE,34,SC,CPI,Ears of Corn And Sickle,1651,4,1655,0.800549501,349279
Maharashtra,34,Washim ,6 NOTA,,,,NOTA,NOTA,1478,13,1491,0.7212201245,349279
Maharashtra,34,Washim ,7 Sachin Wamanrao Pattebahadur,MALE,40,SC,IND,Whistle,1408,3,1411,0.6825228677,349279
Maharashtra,34,Washim ,8 Mahada Ashru Hiwale,MALE,33,SC,VMP,Television,1408,3,1411,0.6825228677,349279
Maharashtra,34,Washim ,9 Bhalerao Dipak Ramesh,MALE,29,SC,IND,Auto- Rickshaw,1313,1,1314,0.6356024437,349279
Maharashtra,34,Washim ,10 Rahul Jaikumar Balkhande,MALE,31,SC,SBBGP,Sewing Machine,1066,8,1074,0.5195106732,349279
Maharashtra,34,Washim ,11 Santosh Bansi Kodisangat,MALE,38,SC,PHJSP,Cup & Saucer,1066,3,1069,0.5170920946,349279
Maharashtra,34,Washim ,12 Bhagwat Sakharam Ranbawale,MALE,47,SC,IND,Camera,977,1,978,0.473073965,349279
Maharashtra,34,Washim ,13 Dilip Pandurang Bhojraj,MALE,55,SC,BSP,Elephant,840,6,846,0.4092234912,349279
Maharashtra,34,Washim ,14 Saurabh Ravindra Gaikwad,MALE,25,SC,BMUP,Cot,737,1,738,0.3569821944,349279
 TURNOUT , TOTAL : ,,,,,,,,205200,1533,206733,59.18849974,
Maharashtra,35,Karanja,1 PATNI RAJENDRA SUKHANAND,MALE,55,GENERAL,BJP,Lotus,72830,375,73205,39.28529263,301654
Maharashtra,35,Karanja,2 DAHAKE PRAKASH UTTAMRAO,MALE,66,GENERAL,NCP,Clock,49882,599,50481,27.090511,301654
Maharashtra,35,Karanja,3 MO. YUSUF MO. SHAFI PUNJANI,MALE,44,GENERAL,BSP,Elephant,41752,155,41907,22.48929388,301654
Maharashtra,35,Karanja,4 DR. RAM SHESHRAO CHAVHAN,MALE,44,GENERAL,VBA,Gas Cylinder,12419,74,12493,6.704339333,301654
Maharashtra,35,Karanja,5 DR. SUBHASH PANDURANG RATHOD,MALE,56,GENERAL,MNS,Railway Engine,2148,12,2160,1.159158966,301654
Maharashtra,35,Karanja,6 DIGAMBAR NARENDRA CHAVHAN,MALE,32,GENERAL,IND,SHIP,1811,5,1816,0.9745521675,301654
Maharashtra,35,Karanja,7 NOTA,,,,NOTA,NOTA,1140,2,1142,0.6128516384,301654
Maharashtra,35,Karanja,8 ANNASAHEB UTTAM RODGE,MALE,58,SC,IND,Television,566,,566,0.3037425808,301654
Maharashtra,35,Karanja,9 VINOD PANJABRAO NANDAGAVALI,MALE,32,SC,IND,Spanner,495,,495,0.2656405963,301654
Maharashtra,35,Karanja,10 ADESH RAMBHAU GAWAI,MALE,44,SC,BMUP,Cot,407,5,412,0.2210988398,301654
Maharashtra,35,Karanja,11 MANISH DAMODAR MODAK,MALE,43,GENERAL,PHJSP,Cup & Saucer,408,,408,0.2189522491,301654
Maharashtra,35,Karanja,12 KARIM SATTAR SHEIKH,MALE,32,GENERAL,RUC,Whistle,369,,369,0.19802299,301654
Maharashtra,35,Karanja,13 CO. RAMKRUSHNA PUNDLIKRAO SAWAKE,MALE,44,GENERAL,CPIM,Tractor Chalata Kissan,278,,278,0.1491880521,301654
Maharashtra,35,Karanja,14 MANIK MAHADEVRAO PAWADE,MALE,46,GENERAL,SBBGP,Sewing Machine,263,1,264,0.1416749847,301654
Maharashtra,35,Karanja,15 PURUSHOTTAM NAGOJI THOMBE,MALE,52,GENERAL,RPIR,Bat,188,1,189,0.1014264095,301654
Maharashtra,35,Karanja,16 MURLIDHAR LALSING PAWAR,MALE,60,GENERAL,VINPA,Battery torch,157,,157,0.08425368409,301654
 TURNOUT , TOTAL : ,,,,,,,,185113,1229,186342,61.77342253,
Maharashtra,36,Dhamamgaon railway,1 ADSAD PRATAP ARUNBHAU,MALE,41,GENERAL,BJP,Lotus,90393,439,90832,43.29043942,314698
Maharashtra,36,Dhamamgaon railway,2 JAGTAP VIRENDRA WALMIKRAO,MALE,56,GENERAL,INC,Hand,80978,335,81313,38.75369364,314698
Maharashtra,36,Dhamamgaon railway,3 VISHWAKARMA NILESH TARACHAND,MALE,39,GENERAL,VBA,Gas Cylinder,23700,79,23779,11.33304737,314698
Maharashtra,36,Dhamamgaon railway,4 PRAVIN DINKARRAO GHUIKHEDKAR,MALE,52,GENERAL,IND,Bat,2662,6,2668,1.271566104,314698
