 STATE/UT NAME , AC NO. , AC NAME , CANDIDATE NAME , SEX , AGE , CATEGORY , PARTY , SYMBOL , GENERAL , POSTAL , TOTAL , % VOTES POLLED , TOTAL ELECTORS 
Maharashtra,222,Shevgaon ,2 Adv. Dhakne Prataprao Babanrao,MALE,50,GENERAL,NCP,Clock,97076,1139,98215,43.40840987,341873
Maharashtra,222,Shevgaon ,3 Chavan Kisan Jagannath,MALE,44,ST,VBA,Gas Cylinder,9574,25,9599,4.242501923,341873
Maharashtra,222,Shevgaon ,4 NOTA,,,,NOTA,NOTA,2182,4,2186,0.966153683,341873
Maharashtra,222,Shevgaon ,5 Subhash Trimbak Sable,MALE,46,SC,BSP,Elephant,1122,2,1124,0.4967780145,341873
Maharashtra,222,Shevgaon ,6 Sandeep Gorakshanath Shelar,MALE,28,SC,IND,Camera,1112,,1112,0.4914743346,341873
Maharashtra,222,Shevgaon ,7 Vitthal Pandurang Wagh,MALE,45,GENERAL,IND,Stool,489,,489,0.2161249547,341873
Maharashtra,222,Shevgaon ,8 Batade Dhiraj Motilal,MALE,32,SC,RTORP,Helicopter,364,,364,0.1608782894,341873
Maharashtra,222,Shevgaon ,9 Shinde Sadashiv Satvaji,MALE,76,GENERAL,IND,Spanner,347,1,348,0.1538067162,341873
Maharashtra,222,Shevgaon ,10 Kamruddin Dagdu Shaikh,MALE,42,GENERAL,IND,Road Roller,312,,312,0.1378956766,341873
 TURNOUT , TOTAL : ,,,,,,,,223934,2324,226258,66.18188626,
Maharashtra,223,Rahuri,1 PRAJAKT PRASADRAO TANPURE,MALE,44,GENERAL,NCP,Clock,108273,961,109234,54.31392828,292663
Maharashtra,223,Rahuri,2 KARDILE SHIVAJI BHANUDAS,MALE,61,GENERAL,BJP,Lotus,85061,847,85908,42.71564669,292663
Maharashtra,223,Rahuri,3 NOTA,,,,NOTA,NOTA,1880,12,1892,0.9407506116,292663
Maharashtra,223,Rahuri,4 LAMBE SURESH ALIAS SURYABHAN DATTATRAY,MALE,47,GENERAL,IND,Cup & Saucer,1545,7,1552,0.7716939478,292663
Maharashtra,223,Rahuri,5 KARDILE RAJENDRA DADASAHEB,MALE,38,GENERAL,IND,Helicopter,873,1,874,0.4345750711,292663
Maharashtra,223,Rahuri,6 TANPURE RAOSAHEB RADHUJI,MALE,58,GENERAL,IND,Road Roller,562,3,565,0.2809323972,292663
Maharashtra,223,Rahuri,7 VINAYAK REVNANATH KORDE,MALE,38,GENERAL,IND,Auto- Rickshaw,543,3,546,0.2714851131,292663
Maharashtra,223,Rahuri,8 CHANDRAKANT ALIAS SANJAY PRABHAKAR SANSARE,MALE,33,GENERAL,IND,Bat,535,10,545,0.2709878876,292663
 TURNOUT , TOTAL : ,,,,,,,,199272,1844,201116,68.71931197,
Maharashtra,224,Parner,1 Nilesh Dnyandev Lanke,MALE,39,GENERAL,NCP,Clock,138570,1393,139963,61.69684734,322054
Maharashtra,224,Parner,2 Auti Vijayrao Bhaskarrao,MALE,62,GENERAL,SHS,Bow and Arrow,79336,789,80125,35.31976232,322054
Maharashtra,224,Parner,3 Eng. D. R. Shendage,MALE,50,GENERAL,VBA,Gas Cylinder,2485,14,2499,1.101579857,322054
Maharashtra,224,Parner,4 NOTA,,,,NOTA,NOTA,1474,5,1479,0.6519554255,322054
Maharashtra,224,Parner,5 Sathe Jitendra Mamata,MALE,32,SC,BSP,Elephant,1014,5,1019,0.4491836231,322054
Maharashtra,224,Parner,6 Prasad Bapu Khamkar,MALE,29,GENERAL,JP,Haldhar Within Wheel (Chakra Haldhar),951,10,961,0.4236167437,322054
Maharashtra,224,Parner,7 Bhausaheb Madhav Khedekar,MALE,36,GENERAL,IND,Cup & Saucer,805,5,810,0.3570546955,322054
 TURNOUT , TOTAL : ,,,,,,,,224635,2221,226856,70.44036093,
Maharashtra,225,Ahmednagar City,1 Sangram Arunkaka Jagtap,MALE,35,GENERAL,NCP,Clock,80494,723,81217,47.73230836,289629
Maharashtra,225,Ahmednagar City,2 Anil Bhaiyya Ramkisan Rathod,MALE,69,GENERAL,SHS,Bow and Arrow,69554,524,70078,41.18577029,289629
Maharashtra,225,Ahmednagar City,3 Asif Sultan,MALE,42,GENERAL,AIMIM,Kite,6852,17,6869,4.037002427,289629
Maharashtra,225,Ahmednagar City,4 Chhindam Shripad Shankar,MALE,38,GENERAL,BSP,Elephant,2907,16,2923,1.717885878,289629
Maharashtra,225,Ahmednagar City,5 Kiran Gulabrao Kale,MALE,34,GENERAL,VBA,Gas Cylinder,2850,31,2881,1.693201921,289629
Maharashtra,225,Ahmednagar City,6 NOTA,,,,NOTA,NOTA,2705,19,2724,1.600930938,289629
Maharashtra,225,Ahmednagar City,7 Bahirnath Tukaram Wakale,MALE,43,GENERAL,CPI,Ears of Corn And Sickle,1039,7,1046,0.6147480767,289629
Maharashtra,225,Ahmednagar City,8 Santosh Namdev Wakale Patil,MALE,25,GENERAL,MNS,Railway Engine,943,9,952,0.5595030297,289629
Maharashtra,225,Ahmednagar City,9 Sandip Laxman Sakat,MALE,39,SC,IND,Plastering Trowel,661,,661,0.3884784691,289629
Maharashtra,225,Ahmednagar City,10 Darekar Shridhar Jakhuji,MALE,64,GENERAL,IND,Cup & Saucer,272,,272,0.1598580085,289629
Maharashtra,225,Ahmednagar City,11 Pratik Arvind Barse,MALE,45,GENERAL,IND,Sewing Machine,220,3,223,0.1310600584,289629
Maharashtra,225,Ahmednagar City,12 Sachin Babanrao Rathod,MALE,37,GENERAL,IND,Triangle,167,,167,0.0981481155,289629
Maharashtra,225,Ahmednagar City,13 Sunil Suresh Fulsoundar,MALE,31,GENERAL,IND,Key,138,,138,0.08110443077,289629
 TURNOUT , TOTAL : ,,,,,,,,168802,1349,170151,58.74791544,
Maharashtra,226,Shrigonda,1 Pachpute Babanrao Bhikaji,MALE,66,GENERAL,BJP,Lotus,102503,755,103258,48.86541638,311992
Maharashtra,226,Shrigonda,2 Ghanshyam Prataprao Shelar,MALE,60,GENERAL,NCP,Clock,97980,528,98508,46.61754476,311992
Maharashtra,226,Shrigonda,3 Machindra Pandurang Supekar,MALE,56,GENERAL,VBA,Gas Cylinder,3164,11,3175,1.502524715,311992
Maharashtra,226,Shrigonda,4 NOTA,,,,NOTA,NOTA,1572,3,1575,0.7453469057,311992
Maharashtra,226,Shrigonda,5 Tilak Gopinath Bhos,MALE,30,GENERAL,SBBGP,Sewing Machine,1186,9,1195,0.5655171761,311992
Maharashtra,226,Shrigonda,6 Sunil Laxman Ohal,MALE,50,SC,BSP,Elephant,1146,3,1149,0.5437483141,311992
Maharashtra,226,Shrigonda,7 Harishchandra Patilbuva Pachpute,MALE,49,GENERAL,IND,Whistle,891,,891,0.4216533924,311992
Maharashtra,226,Shrigonda,8 Jathar Balu Appa,MALE,50,GENERAL,PWPI,Cart,378,4,382,0.1807762019,311992
Maharashtra,226,Shrigonda,9 Rajendra Nilkanth Nagwade,MALE,38,GENERAL,IND,Pressure Cooker,325,1,326,0.1542749786,311992
Maharashtra,226,Shrigonda,10 Pramod Bajirao Kale,MALE,29,ST,IND,Bat,289,5,294,0.1391314224,311992
Maharashtra,226,Shrigonda,11 Tatyaram Balbhim Ghodake,MALE,29,SC,BMUP,Cot,288,3,291,0.137711714,311992
Maharashtra,226,Shrigonda,12 Sunil Shivaji Udamale,MALE,50,SC,IND,Key,267,,267,0.1263540469,311992
 TURNOUT , TOTAL : ,,,,,,,,209989,1322,211311,67.72962127,
Maharashtra,227,Karjat jamkhed,1 Rohit Pawar,MALE,34,GENERAL,NCP,Clock,134818,1006,135824,56.98271522,320843
Maharashtra,227,Karjat jamkhed,2 Prof. Ram Shankar Shinde,MALE,52,GENERAL,BJP,Lotus,91815,662,92477,38.79719752,320843
Maharashtra,227,Karjat jamkhed,3 Arun Housrao Jadhav,MALE,47,GENERAL,VBA,Gas Cylinder,3824,25,3849,1.61478436,320843
Maharashtra,227,Karjat jamkhed,4 Ram Rangnath Shinde,MALE,34,GENERAL,IND,Cauliflower,2070,,2070,0.8684343011,320843
Maharashtra,227,Karjat jamkhed,5 NOTA,,,,NOTA,NOTA,866,1,867,0.3637355261,320843
Maharashtra,227,Karjat jamkhed,6 Adv. Patil Sumit Kanhiya,MALE,34,GENERAL,IND,Football,790,2,792,0.3322705152,320843
Maharashtra,227,Karjat jamkhed,7 Bhailume Shankar Madhukar,MALE,32,SC,BSP,Elephant,586,,586,0.2458466186,320843
Maharashtra,227,Karjat jamkhed,8 Somnath Bhagchand Shinde,MALE,31,GENERAL,JALOP,Pan,393,,393,0.1648766572,320843
Maharashtra,227,Karjat jamkhed,9 Adv. Maharudra Narhari Nagargoje,MALE,36,GENERAL,IND,Tiller,386,,386,0.1619399228,320843
Maharashtra,227,Karjat jamkhed,10 Dnyandeo Narhari Supekar,MALE,70,GENERAL,IND,Television,349,1,350,0.1468367176,320843
Maharashtra,227,Karjat jamkhed,11 Appasaheb Navnath Palve,MALE,34,GENERAL,MNS,Railway Engine,341,4,345,0.1447390502,320843
Maharashtra,227,Karjat jamkhed,12 Bajrang Manohar Sarde,MALE,36,GENERAL,IND,Tractor,214,,214,0.08978016446,320843
Maharashtra,227,Karjat jamkhed,13 Govind Laxman Aambedkar,MALE,29,GENERAL,IND,Auto- Rickshaw,207,,207,0.08684343011,320843
 TURNOUT , TOTAL : ,,,,,,,,236659,1701,238360,74.29178757,
Maharashtra,228,Georai,1 Pawar Laxman Madhavrao,MALE,45,GENERAL,BJP,Lotus,99343,282,99625,38.08964879,352375
Maharashtra,228,Georai,2 Vijaysingh Shivajirao Pandit,MALE,42,GENERAL,NCP,Clock,92572,261,92833,35.49286189,352375
Maharashtra,228,Georai,3 Badamrao Lahurao Pandit,MALE,64,GENERAL,IND,Cup & Saucer,50794,100,50894,19.45831454,352375
Maharashtra,228,Georai,4 Vishnu Bhagwan Devkate,MALE,39,GENERAL,VBA,Gas Cylinder,8281,25,8306,3.175634859,352375
Maharashtra,228,Georai,5 Bhaurao Durgadas Prabhale,MALE,34,GENERAL,CPI,Ears of Corn And Sickle,1662,,1662,0.635432836,352375
Maharashtra,228,Georai,6 Manohar Chimaji Chalak,MALE,57,GENERAL,IND,Auto- Rickshaw,1132,1,1133,0.4331801464,352375
Maharashtra,228,Georai,7 Pawar Laxman Ashok,MALE,30,GENERAL,IND,Cauliflower,1100,,1100,0.4205632489,352375
Maharashtra,228,Georai,8 Rajendra Ankushrao Dake,MALE,47,GENERAL,IND,Road Roller,834,,834,0.3188634087,352375
Maharashtra,228,Georai,9 Pawar Laxmanrao Uttamrao,MALE,48,GENERAL,IND,Apple,812,,812,0.3104521437,352375
Maharashtra,228,Georai,10 Satish Padmakar Kapse,MALE,39,SC,BSP,Elephant,644,3,647,0.2473676564,352375
Maharashtra,228,Georai,11 Ravsaheb Shankar Chavan,MALE,37,GENERAL,HAPa,Ring,545,,545,0.2083699733,352375
Maharashtra,228,Georai,12 Vilas Pandurang Gunjal,MALE,39,GENERAL,IND,Gas Stove,506,,506,0.1934590945,352375
Maharashtra,228,Georai,13 NOTA,,,,NOTA,NOTA,476,2,478,0.1827538482,352375
Maharashtra,228,Georai,14 Laxman Asaram Pawar,MALE,42,GENERAL,IND,DIAMOND,434,,434,0.1659313182,352375
Maharashtra,228,Georai,15 Pawar Laxman Sudam,MALE,26,GENERAL,IND,Ice Cream,430,,430,0.1644019973,352375
Maharashtra,228,Georai,16 Rameshwar Keruba Ghorpade,MALE,34,SC,APoI,Coat,405,,405,0.1548437416,352375
Maharashtra,228,Georai,17 Walmik Baburao Kadam,MALE,29,GENERAL,PWPI,Cart,290,1,291,0.1112580958,352375
Maharashtra,228,Georai,18 Jadhav Mangal Ambadas,FEMALE,52,GENERAL,IND,Tractor Chalata Kissan,239,,239,0.09137692408,352375
Maharashtra,228,Georai,19 Ashok Bhagoji Thorat,MALE,37,SC,IND,Almirah,237,,237,0.09061226362,352375
Maharashtra,228,Georai,20 Chandne Dilip Nana,MALE,58,SC,IND,Air Conditioner,143,,143,0.05467322236,352375
 TURNOUT , TOTAL : ,,,,,,,,260879,675,261554,74.2260376,
Maharashtra,229,Majalgaon,1 PRAKASH (DADA) SUNDARRAO SOLANKE,MALE,65,GENERAL,NCP,Clock,110872,694,111566,48.86045126,331571
Maharashtra,229,Majalgaon,2 RAMESH BABURAO KOKATE (ADASKAR),MALE,48,GENERAL,BJP,Lotus,97932,744,98676,43.21526172,331571
Maharashtra,229,Majalgaon,3 DHAMMANAND SHANKARRAO SALVE,MALE,51,SC,IND,Tractor Chalata Kissan,4983,22,5005,2.191945204,331571
Maharashtra,229,Majalgaon,4 SHAIKH AMAR JAINODDIN,MALE,40,GENERAL,AIMIM,Kite,2790,2,2792,1.222759442,331571
Maharashtra,229,Majalgaon,5 EJAJ SHAIKH UMAR SHAIKH,MALE,40,GENERAL,IND,Carrom Board,2095,,2095,0.9175075328,331571
Maharashtra,229,Majalgaon,6 AMOL VILASRAO DONGARE,MALE,42,SC,BSP,Elephant,874,6,880,0.3853969589,331571
Maharashtra,229,Majalgaon,7 NAIM KARIM SHAIKH,MALE,35,GENERAL,IND,Whistle,808,,808,0.3538644804,331571
Maharashtra,229,Majalgaon,8 NOTA,,,,NOTA,NOTA,774,6,780,0.3416018499,331571
Maharashtra,229,Majalgaon,9 SHIVAJI GANGARAM ZODGE,MALE,50,SC,IND,Ring,712,,712,0.3118211758,331571
Maharashtra,229,Majalgaon,10 RAJARAM LAXMAN KSHIRSAGAR,MALE,46,SC,IND,Key,527,,527,0.2308002242,331571
Maharashtra,229,Majalgaon,11 SHAMSHERKHAN SAHEBKHAN PATHAN,MALE,63,GENERAL,IND,Gas Cylinder,453,4,457,0.200143648,331571
Maharashtra,229,Majalgaon,12 SADEK IBRAHIM SHAIKH,MALE,37,GENERAL,IND,Road Roller,438,,438,0.1918225773,331571
Maharashtra,229,Majalgaon,13 RANGNATH NIKAM,MALE,71,GENERAL,IND,CUTTING PLIERS,431,,431,0.1887569196,331571
Maharashtra,229,Majalgaon,14 RAHUL GOVARDHAN FUNNE,MALE,27,GENERAL,BHYS,Cup & Saucer,409,,409,0.1791219957,331571
Maharashtra,229,Majalgaon,15 FARUKH PASHA SAYYAD,MALE,29,GENERAL,IND,Auto- Rickshaw,406,,406,0.1778081424,331571
Maharashtra,229,Majalgaon,16 AHEMAD HIRAJI SAYYAD,MALE,73,GENERAL,IND,Truck,360,,360,0.1576623923,331571
Maharashtra,229,Majalgaon,17 DATTA GULAB JADHAV,MALE,70,GENERAL,IND,Shoe,307,,307,0.1344509845,331571
Maharashtra,229,Majalgaon,18 DESHMUKH CHHATRABHUJ RAMESHWAR,MALE,31,GENERAL,SBBGP,Sewing Machine,306,1,307,0.1344509845,331571
Maharashtra,229,Majalgaon,19 SHAIKH AASIM YUNUS,MALE,28,GENERAL,IND,Iron,291,,291,0.1274437671,331571
Maharashtra,229,Majalgaon,20 EJAZ BABAR ISMAIL SHAIKH,MALE,52,GENERAL,IND,Almirah,245,,245,0.107298017,331571
Maharashtra,229,Majalgaon,21 ANAND NAMDEV BHALEKAR,MALE,47,GENERAL,BALP,Plate Containing Food,220,,220,0.09634923972,331571
Maharashtra,229,Majalgaon,22 AYUB SHABBIR SHAIKH,MALE,44,GENERAL,IND,Gas Stove,165,,165,0.07226192979,331571
Maharashtra,229,Majalgaon,23 MUSHTAK MUSTAFA SHAIKH,MALE,67,GENERAL,TPSTP,Kettle,144,,144,0.06306495691,331571
Maharashtra,229,Majalgaon,24 SATYABHAMA BHUJANG SAUNDARMAL,FEMALE,37,SC,IND,Air Conditioner,132,,132,0.05780954383,331571
Maharashtra,229,Majalgaon,25 RAJESHWAR MANIKRAO KATE,MALE,37,GENERAL,ARP,Bat,99,,99,0.04335715787,331571
Maharashtra,229,Majalgaon,26 SAYYAD ANWAR MUNEER,MALE,34,GENERAL,IND,Scissors,84,,84,0.03678789153,331571
 TURNOUT , TOTAL : ,,,,,,,,226857,1479,228336,68.86488867,
Maharashtra,230,Beed,1 Sandeep Ravindra Kshirsagar,MALE,38,GENERAL,NCP,Clock,99231,703,99934,45.15892885,335965
Maharashtra,230,Beed,2 Jaydattaji Sonajirao Kshirsagar,MALE,68,GENERAL,SHS,Bow and Arrow,96989,961,97950,44.26238398,335965
Maharashtra,230,Beed,3 Adv.Shaikh Shafik (Bhau),MALE,44,GENERAL,AIMIM,Kite,7937,20,7957,3.59566911,335965
Maharashtra,230,Beed,4 Ashok Sukhdev Hinge,MALE,47,GENERAL,VBA,Gas Cylinder,5503,82,5585,2.523791879,335965
Maharashtra,230,Beed,5 Prashant Wasnik,MALE,44,SC,BSP,Elephant,960,6,966,0.4365233581,335965
Maharashtra,230,Beed,6 NOTA,,,,NOTA,NOTA,864,10,874,0.3949497049,335965
Maharashtra,230,Beed,7 Mohammed Qamrul Iman khan Zafar khan Naaz,MALE,34,GENERAL,IUML,Carrom Board,820,,820,0.3705477781,335965
Maharashtra,230,Beed,8 Osman Jilani Shaikh,MALE,50,GENERAL,IND,Slate,657,,657,0.29689011,335965
Maharashtra,230,Beed,9 Vaibhav Chandrakant Kakade,MALE,35,GENERAL,MNS,Railway Engine,596,3,599,0.270680633,335965
Maharashtra,230,Beed,10 Tukaram Vyankati Chate,MALE,59,GENERAL,IND,Football,595,,595,0.2688730829,335965
Maharashtra,230,Beed,11 Kiran Rajendra Chavan,MALE,34,GENERAL,IND,Tractor Chalata Kissan,574,,574,0.2593834446,335965
Maharashtra,230,Beed,12 Shaikh Talib Abdul Basit,MALE,44,GENERAL,IND,Football Player,546,,546,0.2467305937,335965
Maharashtra,230,Beed,13 Baban Machindra Khomane,MALE,29,GENERAL,IND,Apple,406,,406,0.1834663389,335965
Maharashtra,230,Beed,14 Khaled Saleem Rashed Saleem,MALE,51,GENERAL,PHJSP,Cup & Saucer,303,,303,0.1369219229,335965
Maharashtra,230,Beed,15 Adv.Sharad Bahinaji Kamble,MALE,38,SC,VINPA,Ring,276,4,280,0.1265285096,335965
Maharashtra,230,Beed,16 Vishvambhar Jijaba Bansode,MALE,46,SC,APoI,Coat,272,,272,0.1229134093,335965
Maharashtra,230,Beed,17 Wasim Shaikh Salim Shaikh,MALE,36,GENERAL,IND,Road Roller,250,,250,0.1129718836,335965
Maharashtra,230,Beed,18 Riyaz Bashir Shaikh,MALE,32,GENERAL,IND,DIAMOND,226,,226,0.1021265827,335965
Maharashtra,230,Beed,19 Sadek Subhan Shaikh,MALE,45,GENERAL,TPSTP,Kettle,220,,220,0.09941525753,335965
Maharashtra,230,Beed,20 Gadale Shrikant Vishnu,MALE,32,GENERAL,BAHUMP,Whistle,219,,219,0.09896337,335965
Maharashtra,230,Beed,21 Rahul Marotirao Waikar,MALE,35,GENERAL,SBBGP,Sewing Machine,213,4,217,0.09805959493,335965
Maharashtra,230,Beed,22 Ashish Ashok Deshmukh,MALE,30,GENERAL,RASMARP,Helicopter,200,,200,0.09037750685,335965
Maharashtra,230,Beed,23 Babasaheb Abaji Lambate,MALE,68,GENERAL,IND,Baby Walker,173,,173,0.07817654342,335965
Maharashtra,230,Beed,24 Ram Mahadev Sapte,MALE,41,GENERAL,IND,Bat,167,,167,0.07546521822,335965
Maharashtra,230,Beed,25 Akash Sadashiv Wadmare,MALE,32,SC,IND,Air Conditioner,162,1,163,0.07365766808,335965
Maharashtra,230,Beed,26 Balbhim Laxmanrao Jaher Patil,MALE,78,GENERAL,IND,Laptop,161,,161,0.07275389301,335965
Maharashtra,230,Beed,27 Feroj Abdul Shaikh,MALE,31,GENERAL,IND,Auto- Rickshaw,155,,155,0.07004256781,335965
Maharashtra,230,Beed,28 Mohammed Shareef Shaikh Ismail,MALE,51,GENERAL,IND,Balloon,142,,142,0.06416802986,335965
Maharashtra,230,Beed,29 Vachishta Uddhav Kute,MALE,46,GENERAL,IND,Matchbox,134,,134,0.06055292959,335965
Maharashtra,230,Beed,30 Shesherao Chokhoba Veer,MALE,58,SC,IND,Television,121,,121,0.05467839164,335965
Maharashtra,230,Beed,31 Mahendra Rajendra Borade,MALE,40,SC,IND,Almirah,120,,120,0.05422650411,335965
Maharashtra,230,Beed,32 Mubin Moin Shaikh,MALE,39,GENERAL,IND,Grapes,85,,85,0.03841044041,335965
Maharashtra,230,Beed,33 More Muralidhar Vitthalrao,MALE,66,GENERAL,IND,Tiller,78,,78,0.03524722767,335965
Maharashtra,230,Beed,34 Majiroddin Nasaroddin Kazi,MALE,34,GENERAL,IND,Phone Charger,75,,75,0.03389156507,335965
Maharashtra,230,Beed,35 Mahmad Husen Shaikh,MALE,40,GENERAL,IND,Scissors,70,,70,0.0316321274,335965
 TURNOUT , TOTAL : ,,,,,,,,219500,1794,221294,65.86817079,
Maharashtra,231,Ashti,1 Ajabe Balasaheb Bhausaheb,MALE,50,GENERAL,NCP,Clock,125939,817,126756,52.63122929,372321
Maharashtra,231,Ashti,2 Bhimrao Anandrao Dhonde,MALE,64,GENERAL,BJP,Lotus,100025,906,100931,41.90825368,372321
Maharashtra,231,Ashti,3 Namdev Sugriv Sanap,MALE,28,GENERAL,VBA,Gas Cylinder,4704,25,4729,1.963560568,372321
Maharashtra,231,Ashti,4 NOTA,,,,NOTA,NOTA,2626,5,2631,1.092435579,372321
Maharashtra,231,Ashti,5 Rajabhau Alias Devidas Ganpat Deshmukh,MALE,70,GENERAL,LJD,Whistle,1421,2,1423,0.5908536028,372321
Maharashtra,231,Ashti,6 Dada Narayan Tastode,MALE,40,SC,IND,Football,1218,2,1220,0.5065645787,372321
Maharashtra,231,Ashti,7 Vishnu Jijaba Gadekar,MALE,60,GENERAL,BSP,Elephant,1127,5,1132,0.4700254943,372321
Maharashtra,231,Ashti,8 Dnyandeo Rambhau Thorve,MALE,41,GENERAL,IND,Cup & Saucer,994,1,995,0.4131407834,372321
Maharashtra,231,Ashti,9 Kale Tukaram Nana,MALE,49,SC,APoI,Coat,617,2,619,0.2570192411,372321
Maharashtra,231,Ashti,10 Sanjay Uttamrao Khandekar,MALE,43,SC,LKSNP,Tractor Chalata Kissan,402,,402,0.1669171808,372321
 TURNOUT , TOTAL : ,,,,,,,,239073,1765,240838,64.68558045,
Maharashtra,232,Kaij ,1 NAMITA AKSHAY MUNDADA,FEMALE,30,SC,BJP,Lotus,122736,697,123433,53.74293017,362430
Maharashtra,232,Kaij ,2 PRUTHVIRAJ SHIVAJI SATHE,MALE,46,SC,NCP,Clock,89640,884,90524,39.41429772,362430
Maharashtra,232,Kaij ,3 VAIBHAV VIVEK SWAMI,MALE,44,SC,VBA,Gas Cylinder,9072,84,9156,3.986537381,362430
Maharashtra,232,Kaij ,4 NOTA,,,,NOTA,NOTA,1591,7,1598,0.6957718147,362430
Maharashtra,232,Kaij ,5 PARMESHWAR SITARAM UDAR,MALE,38,SC,BSP,Elephant,1353,10,1363,0.5934524302,362430
Maharashtra,232,Kaij ,6 NILESH NAMDEV ARKE,MALE,29,SC,TPSTP,Kettle,792,,792,0.3448380959,362430
Maharashtra,232,Kaij ,7 MANIK KAMBU GAIKWAD,MALE,50,SC,LJD,Whistle,708,8,716,0.3117475715,362430
Maharashtra,232,Kaij ,8 SHIVAJI JYOTIBA SAVALKAR,MALE,69,SC,IND,Cup & Saucer,593,,593,0.2581931703,362430
Maharashtra,232,Kaij ,9 KALE MADHUKAR DAGADU,MALE,63,SC,IND,Ring,485,6,491,0.2137822034,362430
Maharashtra,232,Kaij ,10 KALUNKE VIKAS RAMBHAU,MALE,28,SC,IND,Auto- Rickshaw,294,2,296,0.1288788843,362430
Maharashtra,232,Kaij ,11 VISHAL GHANSHAM GHOBALE,MALE,36,SC,IND,Key,272,,272,0.1184292451,362430
Maharashtra,232,Kaij ,12 GAYABAI BHRA. PRABHU DHIMDHIME,FEMALE,68,SC,IND,Pan,238,,238,0.1036255894,362430
Maharashtra,232,Kaij ,13 DR. JEETENDRA MAHADEV OVAL,MALE,36,SC,IND,Bat,201,,201,0.08751572888,362430
 TURNOUT , TOTAL : ,,,,,,,,227975,1698,229673,63.37030599,
Maharashtra,233,Parli,1 DHANANJAY PANDITRAO MUNDE,MALE,44,GENERAL,NCP,Clock,121555,559,122114,54.44906185,306710
Maharashtra,233,Parli,2 PANKAJA GOPINATHRAO MUNDE,FEMALE,40,GENERAL,BJP,Lotus,91031,382,91413,40.75988086,306710
Maharashtra,233,Parli,3 BHIMRAO MUNJA SATPUTE,MALE,68,GENERAL,VBA,Gas Cylinder,4691,22,4713,2.101466077,306710
Maharashtra,233,Parli,4 RAISODDIN JAKIYODDIN PATHAN,MALE,42,GENERAL,IND,Carrom Board,1365,,1365,0.6086359421,306710
Maharashtra,233,Parli,5 BHAGWAT BABANRAO VAIDYA,MALE,39,GENERAL,VINPA,Ring,980,,980,0.4369693943,306710
Maharashtra,233,Parli,6 ANANT VAIJNATH GAIKWAD,MALE,41,SC,BSP,Elephant,628,5,633,0.2822465578,306710
Maharashtra,233,Parli,7 NOTA,,,,NOTA,NOTA,557,4,561,0.2501426839,306710
Maharashtra,233,Parli,8 BHAGWAT RAMKRUSHN KAKDE,MALE,25,GENERAL,IND,Whistle,552,,552,0.2461296997,306710
Maharashtra,233,Parli,9 EJAZBABAR ISMAIL SHAIKH,MALE,52,GENERAL,IND,DIAMOND,453,,453,0.2019868731,306710
Maharashtra,233,Parli,10 HIDAYAT SADEKH ALI SAYYAD,MALE,44,GENERAL,IND,Air Conditioner,419,,419,0.1868267104,306710
Maharashtra,233,Parli,11 SIRAJODIN LIYAKAT ALI KAJHI,MALE,42,GENERAL,IND,Helicopter,264,,264,0.1177142042,306710
Maharashtra,233,Parli,12 PRAVIN SOPAN MASKE,MALE,41,SC,IND,Cup & Saucer,202,1,203,0.09051508882,306710
Maharashtra,233,Parli,13 DR. VASANT RAGHUNATH MUNDE,MALE,74,GENERAL,IND,Sewing Machine,159,,159,0.07089605479,306710
Maharashtra,233,Parli,14 SADEQUE MUNIRODDIN SHAIKH,MALE,32,GENERAL,TPSTP,Kettle,144,,144,0.06420774773,306710
Maharashtra,233,Parli,15 FEROJ KHAN PATHAN KHAIRATI KHAN PATHAN,MALE,37,GENERAL,IND,Apple,110,,110,0.04904758508,306710
Maharashtra,233,Parli,16 NABISAB SAB SAYYED,MALE,75,GENERAL,IND,Almirah,99,,99,0.04414282657,306710
Maharashtra,233,Parli,17 DHANANJAY SADASHIVRAO DESHMUKH,MALE,39,GENERAL,IND,Auto- Rickshaw,90,,90,0.04012984233,306710
 TURNOUT , TOTAL : ,,,,,,,,223299,973,224272,73.12184148,
Maharashtra,234,Latur Rural,1 Dhiraj Vilasrao Deshmukh,MALE,39,GENERAL,INC,Hand,134615,391,135006,67.63861542,322330
Maharashtra,234,Latur Rural,2 NOTA,,,,NOTA,NOTA,27449,51,27500,13.77762414,322330
Maharashtra,234,Latur Rural,3 Sachin alias Ravi Ramraje Deshmukh,MALE,45,GENERAL,SHS,Bow and Arrow,13459,65,13524,6.775585048,322330
Maharashtra,234,Latur Rural,4 Done Manchakrao Baliram,MALE,60,GENERAL,VBA,Gas Cylinder,12930,36,12966,6.496024529,322330
Maharashtra,234,Latur Rural,5 Arjun Dhondiram Waghamare,MALE,48,GENERAL,MNS,Railway Engine,2906,6,2912,1.458925145,322330
Maharashtra,234,Latur Rural,6 Babruwan Baliram Pawar,MALE,38,GENERAL,IND,SHIP,1490,6,1496,0.749502753,322330
Maharashtra,234,Latur Rural,7 Sachin Mahadev Pandhavle,MALE,30,GENERAL,IND,Cup & Saucer,1016,1,1017,0.5095215908,322330
Maharashtra,234,Latur Rural,8 Balaji Hanmant Godse,MALE,35,GENERAL,RASMARP,Helicopter,898,,898,0.4499020536,322330
Maharashtra,234,Latur Rural,9 Khanderao Limbaji Bhojraj,MALE,46,SC,BSP,Elephant,811,2,813,0.4073166699,322330
